Text,Label
"Shipping Manifest, Shipping Details: Overnight, Sender: Global Logistics, Receiver: XYZ Ltd, Shipping Date: 2023-01-16, Tracking Number: SH99882, Items: Books (10), Pens (20)",ShippingDocument
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-07-22, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2024-01-20, Tracking Number: SH58745, Items: Books (10), Pens (20)",ShippingDocument
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-09-19, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-07-04, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2024-04-05, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-06-23, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-12-25, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2023-03-21, Order ID: PO2662, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Purchase Order, Buyer: ACME Corp, Supplier: Global Supplies, Order Date: 2023-04-13, Order ID: PO5156, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 459, 144, 59, 476, Unit Price: 2.27, 1.17, 2.67, 1.42",InventoryReport
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2023-06-10, Tracking Number: SH27778, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2024-08-05, Invoice Number: 38997, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Shipping Manifest, Shipping Details: Overnight, Sender: Global Logistics, Receiver: Regional Distribution, Shipping Date: 2023-07-12, Tracking Number: SH46481, Items: Books (10), Pens (20)",ShippingDocument
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 112, 181, 184, 268, Unit Price: 2.96, 1.5, 1.35, 2.52",InventoryReport
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2023-01-01, Tracking Number: SH24280, Items: Books (10), Pens (20)",ShippingDocument
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-01-09, Order ID: PO8234, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2023-12-23, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Shipping Manifest, Shipping Details: Overnight, Sender: Global Logistics, Receiver: Regional Distribution, Shipping Date: 2024-03-23, Tracking Number: SH67056, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: ABC Corp, Customer: John Doe, Invoice Date: 2023-10-23, Invoice Number: 44905, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Purchase Order, Buyer: ACME Corp, Supplier: Global Supplies, Order Date: 2024-03-13, Order ID: PO4650, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2023-10-04, Tracking Number: SH78170, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: ABC Corp, Customer: John Doe, Invoice Date: 2023-10-12, Invoice Number: 29764, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2023-03-21, Invoice Number: 81704, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2024-11-17, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 271, 384, 185, 384, Unit Price: 0.5, 1.42, 2.42, 0.71",InventoryReport
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-03-24, Order ID: PO5928, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 200, 217, 390, 250, Unit Price: 1.88, 0.75, 1.08, 0.7",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 396, 478, 122, 55, Unit Price: 2.41, 2.96, 2.66, 2.72",InventoryReport
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-02-27, Order ID: PO9802, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-11-27, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Invoice, Vendor: ABC Corp, Customer: John Doe, Invoice Date: 2023-08-25, Invoice Number: 45331, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2024-01-05, Invoice Number: 89460, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2023-11-06, Invoice Number: 34500, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 325, 274, 66, 438, Unit Price: 1.82, 1.16, 1.96, 2.98",InventoryReport
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2024-12-01, Invoice Number: 31095, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 485, 246, 350, 346, Unit Price: 1.43, 0.58, 2.43, 0.52",InventoryReport
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2024-09-09, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-10-05, Order ID: PO6040, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2023-05-01, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2023-10-08, Invoice Number: 93604, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Purchase Order, Buyer: ACME Corp, Supplier: Global Supplies, Order Date: 2024-04-28, Order ID: PO5502, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2023-01-25, Invoice Number: 20927, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2024-05-13, Tracking Number: SH91201, Items: Books (10), Pens (20)",ShippingDocument
"Purchase Order, Buyer: XYZ Ltd, Supplier: Global Supplies, Order Date: 2024-12-15, Order ID: PO7622, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Purchase Order, Buyer: ACME Corp, Supplier: Global Supplies, Order Date: 2023-06-04, Order ID: PO6167, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-08-23, Order ID: PO6131, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-12-10, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Shipping Manifest, Shipping Details: Standard, Sender: Global Logistics, Receiver: XYZ Ltd, Shipping Date: 2023-04-07, Tracking Number: SH63080, Items: Books (10), Pens (20)",ShippingDocument
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-04-27, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: XYZ Ltd, Shipping Date: 2023-09-25, Tracking Number: SH84121, Items: Books (10), Pens (20)",ShippingDocument
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: XYZ Ltd, Shipping Date: 2023-06-10, Tracking Number: SH19519, Items: Books (10), Pens (20)",ShippingDocument
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: XYZ Ltd, Shipping Date: 2024-06-28, Tracking Number: SH47659, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2023-12-04, Invoice Number: 91544, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Shipping Manifest, Shipping Details: Standard, Sender: Global Logistics, Receiver: XYZ Ltd, Shipping Date: 2023-05-28, Tracking Number: SH90858, Items: Books (10), Pens (20)",ShippingDocument
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 394, 359, 319, 217, Unit Price: 2.85, 1.7, 0.9, 2.69",InventoryReport
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2023-11-17, Invoice Number: 87114, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Shipping Manifest, Shipping Details: Standard, Sender: Global Logistics, Receiver: XYZ Ltd, Shipping Date: 2024-08-07, Tracking Number: SH37607, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: ABC Corp, Customer: John Doe, Invoice Date: 2023-10-08, Invoice Number: 98986, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Purchase Order, Buyer: ACME Corp, Supplier: ABC Corp, Order Date: 2024-08-11, Order ID: PO1661, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 319, 491, 362, 73, Unit Price: 2.37, 2.45, 2.44, 1.93",InventoryReport
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2023-11-20, Order ID: PO3344, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Shipping Manifest, Shipping Details: Standard, Sender: Global Logistics, Receiver: Regional Distribution, Shipping Date: 2024-12-11, Tracking Number: SH37231, Items: Books (10), Pens (20)",ShippingDocument
"Shipping Manifest, Shipping Details: Overnight, Sender: Global Logistics, Receiver: Regional Distribution, Shipping Date: 2023-10-07, Tracking Number: SH25922, Items: Books (10), Pens (20)",ShippingDocument
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: XYZ Ltd, Shipping Date: 2023-02-27, Tracking Number: SH25302, Items: Books (10), Pens (20)",ShippingDocument
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-07-13, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2024-09-09, Invoice Number: 66495, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: XYZ Ltd, Customer: Jane Smith, Invoice Date: 2024-11-27, Invoice Number: 41854, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2023-01-05, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-03-16, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Purchase Order, Buyer: ACME Corp, Supplier: ABC Corp, Order Date: 2023-03-05, Order ID: PO3507, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Purchase Order, Buyer: ACME Corp, Supplier: Global Supplies, Order Date: 2023-06-14, Order ID: PO8228, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2023-07-23, Tracking Number: SH96765, Items: Books (10), Pens (20)",ShippingDocument
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 263, 139, 264, 101, Unit Price: 0.65, 2.01, 2.79, 0.91",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 90, 51, 228, 262, Unit Price: 2.06, 0.76, 2.88, 0.76",InventoryReport
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-07-13, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2023-04-28, Order ID: PO3344, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 133, 205, 57, 342, Unit Price: 2.8, 0.62, 2.43, 1.71",InventoryReport
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2024-06-19, Invoice Number: 14364, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2023-05-02, Tracking Number: SH65931, Items: Books (10), Pens (20)",ShippingDocument
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 122, 263, 137, 437, Unit Price: 2.11, 2.76, 0.86, 1.6",InventoryReport
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2024-11-05, Invoice Number: 28284, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: XYZ Ltd, Customer: Jane Smith, Invoice Date: 2023-02-05, Invoice Number: 64501, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2024-01-25, Tracking Number: SH77953, Items: Books (10), Pens (20)",ShippingDocument
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 492, 220, 293, 286, Unit Price: 2.62, 2.38, 1.28, 0.98",InventoryReport
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-10-11, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2023-08-21, Payment Method: Debit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 356, 300, 433, 239, Unit Price: 2.05, 1.21, 0.99, 1.06",InventoryReport
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-12-11, Order ID: PO2479, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-09-04, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Invoice, Vendor: XYZ Ltd, Customer: Jane Smith, Invoice Date: 2024-01-06, Invoice Number: 86127, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 302, 326, 248, 143, Unit Price: 0.6, 1.61, 2.43, 2.89",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 335, 380, 294, 64, Unit Price: 0.91, 1.77, 2.11, 0.99",InventoryReport
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-07-25, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 243, 324, 473, 90, Unit Price: 0.53, 1.67, 1.98, 0.69",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 491, 214, 179, 146, Unit Price: 1.66, 2.45, 2.11, 1.39",InventoryReport
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2023-05-13, Tracking Number: SH62990, Items: Books (10), Pens (20)",ShippingDocument
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 353, 451, 72, 376, Unit Price: 0.87, 1.96, 2.2, 1.71",InventoryReport
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2023-05-18, Invoice Number: 10049, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: XYZ Ltd, Customer: Jane Smith, Invoice Date: 2023-04-09, Invoice Number: 64990, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 185, 372, 242, 382, Unit Price: 1.1, 0.97, 0.59, 0.8",InventoryReport
"Invoice, Vendor: ABC Corp, Customer: John Doe, Invoice Date: 2024-06-04, Invoice Number: 96687, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2023-02-16, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 220, 410, 52, 341, Unit Price: 1.11, 0.88, 2.64, 1.93",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 225, 98, 380, 311, Unit Price: 0.74, 1.57, 2.58, 2.18",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 196, 426, 104, 71, Unit Price: 1.34, 1.96, 2.27, 1.8",InventoryReport
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: XYZ Ltd, Shipping Date: 2023-06-03, Tracking Number: SH40324, Items: Books (10), Pens (20)",ShippingDocument
"Receipt, Store Name: QuickShop, Address: 123 Main St, Transaction Date: 2024-08-09, Payment Method: Cash, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Receipt, Store Name: MegaMart, Address: 123 Main St, Transaction Date: 2024-08-26, Payment Method: Credit, Items: Bread ($2), Milk ($1.5), Total Amount: $3.5",Receipt
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 166, 494, 319, 245, Unit Price: 2.72, 2.13, 0.57, 1.56",InventoryReport
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2024-01-26, Invoice Number: 23083, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Purchase Order, Buyer: XYZ Ltd, Supplier: Global Supplies, Order Date: 2023-10-17, Order ID: PO3942, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 397, 177, 247, 83, Unit Price: 0.85, 2.06, 1.4, 2.12",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 425, 264, 336, 406, Unit Price: 1.71, 1.89, 2.19, 1.77",InventoryReport
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 103, 90, 131, 253, Unit Price: 2.9, 1.76, 2.35, 1.65",InventoryReport
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2023-11-27, Invoice Number: 12590, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: XYZ Ltd, Customer: Jane Smith, Invoice Date: 2023-10-12, Invoice Number: 76004, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 273, 80, 158, 170, Unit Price: 1.44, 1.1, 1.92, 1.1",InventoryReport
"Shipping Manifest, Shipping Details: Overnight, Sender: ABC Corp, Receiver: Regional Distribution, Shipping Date: 2024-08-12, Tracking Number: SH88870, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2024-11-10, Invoice Number: 87160, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Invoice, Vendor: ABC Corp, Customer: Jane Smith, Invoice Date: 2024-06-19, Invoice Number: 82242, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 224, 324, 436, 393, Unit Price: 2.95, 1.35, 2.93, 1.59",InventoryReport
"Purchase Order, Buyer: XYZ Ltd, Supplier: ABC Corp, Order Date: 2024-06-14, Order ID: PO9428, Items: Laptops (10), Monitors (5)",PurchaseOrder
"Shipping Manifest, Shipping Details: Standard, Sender: ABC Corp, Receiver: XYZ Ltd, Shipping Date: 2024-09-19, Tracking Number: SH77774, Items: Books (10), Pens (20)",ShippingDocument
"Invoice, Vendor: XYZ Ltd, Customer: John Doe, Invoice Date: 2024-11-22, Invoice Number: 74866, Items: Laptop ($1000), Mouse ($50), Total Amount: $1050",Invoice
"Inventory Report, Products: Apples, Bananas, Oranges, Grapes, Category: Fruits, Units Sold: 163, 449, 343, 339, Unit Price: 2.81, 1.71, 2.84, 2.83",InventoryReport
"Purchase Order, Buyer: XYZ Ltd, Supplier: Global Supplies, Order Date: 2024-12-27, Order ID: PO6812, Items: Laptops (10), Monitors (5)",PurchaseOrder
