Text,Label
"Shipping Manifest,""order_10592.pdf,Order ID 10592 Shipping Details Ship Name Lehmann Maktstand Ship Address Magazinweg 7 Ship Cty Frankfurt aM Ship Region Westem Europe Ship Postal Code 60528 Ship County Germany Customer Details Customer 1D LEHMS Customer Name Lehmann Marktstang Employee Details Employee Name Janet Levering Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-07-08 Shipped Date 2017-07-16 Products Product Genen Shouyu Quantity 25 Unit Price 15.5, Total 387.5 Product Gumbir Gummibarchen Quantity 5 Unit Price 91.23 Total 156.15 Total Price Total Price 543.65""",ShippingDocument
"Purchase Order,""56 Gnocchi di nonna Alice 120 38""",PurchaseOrder
"Purchase Order,""B-25989,338.00,41.00,7,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""10734 2017-11-07 landré Fonseca""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""l24 Guarana Fantéstica 15 45""",PurchaseOrder
"Purchase Order,""laa IGula Malacca 21 155""",PurchaseOrder
"Shipping Manifest,""order_10395.pdf,Order ID 10395 Shipping Details Ship Name HILARION-Abastos Ship Address Carrera 2 con Ave. Carlos Soublete 8-35 Ship Gy San Cristobal Ship Region South America Ship Postal Code 5022 Ship Country Venezuela Customer Details CustomerID HILAA Customer Name HILARION-Abastos Employee Details Employee Name Michael Suyama Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2016-1228 Shipped Date 2017-01-03 Products Product Spegesié Quantity 28 Unit Price 9.6 Total 268.8 Product Perth Pasties Quantity 70 Unit Price 26.2 Total 1834.0 Product Gudbrandsdaleost Quanity 8 Unit Price 28.8 Tota 230.4 Total Price Total Price 23332""",ShippingDocument
"Purchase Order,""purchase_orders_10335.pdf,""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Receipt,""receipt83.jpg,BRASAS RESTAURANT Cashier Tany 02-Mar-2019 12 1 Chicken Tort 6.50 1 Horchata 0.00 Mb 2.00 1 Custom Item 50.50 Subtotal 9.00 Tax 0.97 Total 9.97 Order T237THOQOT7RC Online httpsclover.com1T23 7THOQOT7RC""",Receipt
"Purchase Order,""70 lOutback Lager 21 12""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""17 Alice Mutton 15 139""",PurchaseOrder
"Purchase Order,""28 Rosle Sauerkraut 120 36.4""",PurchaseOrder
"Purchase Order,""10830 2018-01-13 Anabela Domingues""",PurchaseOrder
"Invoice,""10365,ANTON,2016-11-27,antonio Moreno,invoice_10365.pdf""",Invoice
"Purchase Order,""55 Pate chinois 18 24""",PurchaseOrder
"Receipt,""receipt95.jpg,6b8 698 4SISHOWW 93Y 698 WHUSONSL  OF  3109 Sa1u4 vo 93y AQIdS  666 OGWOD ONIN S S I G2E8  I8AJag OSL BL0Z S6702 PZ NAP NAS LNO-AYYvo G80Z-S88- 102 BEGLL S.4dAdd0d a""",Receipt
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""purchase_orders_10551.pdf,""",PurchaseOrder
"Purchase Order,""56 Gnocchi di nonna Alice 28 38""",PurchaseOrder
"Receipt,""receipt82.jpg,Newark Buffet 35201 Newark Blvd. W Newark CA 94560 510-818-1136 httpwww newarkbuffet .com 0525 PM 36292019 Server Tim-11 any NAME up PRICE 2 WEEKEND DINNER BUFFET 19.39 39.98 1 WEEKEND DINNER KIDS 3-5Y 7.99 1 WEEKEND DINNER KIDS 6-10Y 10.00 4 SODA DRINK 1.99 iee8 1 WEEKEND SENIOR DINNER 18.09 SUBTOTAL 84.02 Tax 9.75  8.20 TOTAL -92.22 IDA a pant nena""",Receipt
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""B-25927,200.00,7.00,4,Electronics,Electronic Games""",PurchaseOrder
"Purchase Order,""B-26028,77.00,36.00,2,Clothing,Shirt""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""3 lAniseed Syrup leo 10""",PurchaseOrder
"Receipt,""receipt4.jpg,Se Back, of Sy Ve ove Ogi. eCrsh F2 SubTotal ax Total Visa ACC KXNKKKKK2076 Approval OPIE Ty . hea vai """,Receipt
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""l21 Sir Rodneys Scones 42 10""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""purchase_orders_10617.pdf,""",PurchaseOrder
"Purchase Order,""31 Gorgonzola Telino fi 125""",PurchaseOrder
"Invoice,""X51007225399.jpg,,CS00233521,,,6,Tel""",Invoice
"Purchase Order,""B-26073,1514.00,742.00,4,Electronics,Printers""",PurchaseOrder
"Purchase Order,""les Louisiana Hot Spiced Okra 150 47""",PurchaseOrder
"Purchase Order,""B-26056,391.00,90.00,6,Electronics,Phones""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Shipping Manifest,""order_10256.pdf,Order ID 10256 Shipping Details Ship Name Welington Importadora Ship Address Rua do Mercado, 12 Ship Ciy Resende Ship Region South America Ship Postal Code 08737-363, Ship Country Brazil, Customer Details CustomerID WELLL Customer Name Wellington Importadora Employee Details Employee Name Janet Levering Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2016-07-18 Shipped Date 2016-07-17 Products Product Perth Pasties Quantity 15 Unit Price 26.2 Tota 393.0 Product Orginal Frankurer grine Sotte Quantity 12 Unit Price 10.4 Tota. 124.80000000000001 Total Price Total Price 517.8""",ShippingDocument
"Purchase Order,""59 Raclette Courdavault 10 55""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""10522 2017-04-30 Renate Messner""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""B-25950,158.00,-29.00,10,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""33 IGeitost 130 25""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""l42 Singaporean Hokkien Fried Mee 4 14""",PurchaseOrder
"Invoice,""10635,MAGAA,2017-08-18,Giovanni Roveth,invoice_10635.pdf""",Invoice
"Purchase Order,""10933, 2018-03-06 Helen Bennett""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""19 Teatime Chocolate Biscuits 7 loo""",PurchaseOrder
"Invoice,""X51006557117.jpg,,,,30102017,26.61,vi""",Invoice
"Shipping Manifest,""order_10423.pdf,Order ID 10423 Shipping Details Ship Name Gourmet Lanchonetes Ship Address Av. Brasil, 442 Ship Cay Campinas Ship Region South America Ship Postal Code 04876-7865, Ship Country Brazil, Customer Details CustomerID GOURL Customer Name Gourmet Lanchonetes Employee Details Employee Name Michael Suyama Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2017-01-23, Shipped Date 2017-02-24 Products Product Gorgonzola Teno Quanity 14 Unit Price 10.0 Total 140.0 Product Racltte Courdavault Quantity 20 Unit Price 44.0 Total 880.0 Total Price Total Price 1020.0""",ShippingDocument
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""59 Raclette Courdavault 24 55""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Receipt,""receipt103.jpg,KAZ RAMEN 22413 BARTON ROAD GRAND TERRACE, CA 92313 9094229532 ORDER T461 DINE IN Cashier Mickey 04-Nov-2018 90713P Guest 1 1 Tonkotsu 9.50 Tofu 0.00 Egg 1.30 Corn 0.50 Bamboo shoots 1.00 Naruto 0.75 Spicy 0.00 Subtotal 13.05 Tax 1.01 Total 14.06 Order 4AW465DFNMVRT""",Receipt
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""75 IRhonbrau Klosterbier 40 7.75""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""les Louisiana Hot Spiced Okra leo 13.6""",PurchaseOrder
"Shipping Manifest,""order_10507.pdf,Order ID 10507 Shipping Details Ship Name Antonio Moreno Taqueria Ship Address Mataderos 2312 Ship Cy México OF Ship Region Central America Ship Postal Code 5023 Ship Country Mexico Customer Details Customer 1D ANTON Customer Name Antonio Morene Taqueria Employee Details Employee Name Robert King Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-04-18, Shipped Date 2017-08-22 Products Product Ipoh Coffee Quantity 15 Unit Price 46.0, Total 690.0 Product Chocolade Quantity 15 Unit Price 12.75 Tota 191.25 Total Price otal Price 881.25""",ShippingDocument
"Purchase Order,""l20 Sir Rodneys Marmalade 120 a1""",PurchaseOrder
"Shipping Manifest,""order_10514.pdf,Order ID 10514 Shipping Details Ship Name Emst Handel Shp Address Krchgaase 6 Ship Cty Graz Ship Region Western Europe Ship Postal Code 8010 Ship Country Austria Customer Details Customer 1D ERNSH Customer Name Emet Handel Employee Details Employee Name Janet Levering Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2017-04-22 Shipped Date 2017-05-16 Products Product Si Rodneys Marmalade Quantity 39 Unit Price 81.0, Tota 3159.0 Product Rossle Sauerkraut Quantity 35 Unit Price 45.6, Total 1596.0 Product Gnecchi di nonna Alice Quantity 70 Unit Price 38.0, Tota 2660.0 Product Louisiana Fiery Het Pepper Sauce Quantity 39 Unit Price 21.05 Total 820.95 Product Rhénbrau Klosterbier Quantity 50 Unit Price 7.75, Total 387 5 Total Price otal Price 8623.45""",ShippingDocument
"Shipping Manifest,""order_10913.pdf,Order ID 10913 Shipping Details Ship Name Queen Cazinha Ship Address Alameda dos Candrios, 891 Ship iy Sa0 Paulo Ship Region South America Ship Postal Code 05487-020 Ship Country Brazil Customer Details CustomerID QUEEN Customer Name Queen Cozinha Employee Details Employee Name Margaret Peacock Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2016-02-26 Shipped Date 2018-03-04 Products Product Chef Antons Cajun Seasoning Quantity 30 Unit Price 220 Total 660.0 Product Getost Quantity 40 Unit Price 2.5 Total 100.0 Product Escargots de Bourgogne Quantity 15 Unit Price 1325 Total 196.75 Total Price otal Price 958.75""",ShippingDocument
"Purchase Order,""B-25979,560.00,44.00,3,Clothing,Saree""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""a4 Queso Cabrales 5 21""",PurchaseOrder
"Invoice,""X51006619842.jpg,,,,,,""",Invoice
"Invoice,""X51006335818.jpg,SELANGOR DARUL EHSAN.,No,,,26.98,d""",Invoice
"Purchase Order,""B-25686,332.00,-503.00,3,Electronics,Printers""",PurchaseOrder
"Purchase Order,""28 Rosle Sauerkraut 130 45.6""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Shipping Manifest,""order_10725.pdf,Order ID 10725 Shipping Details Ship Name Familia Arquibaldo Ship Address Rua Orbs, 92 Ship Gy Sa0 Paulo Ship Region South America Ship Postal Code 0542-030 Ship Country Brazil Customer Details Customer 1D FAMIA Customer Name Famia Arquibaldo Employee Details Employee Name Margaret Peacock Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2017-10-31 Shipped Date 2017-11-05 Products Product Jacks New England Clam Chowder Quantity 12 Unit Price 9.65, Toa 116.80000000000001 Product Flo Mix Quantity 4 Unit Price 7.0 Tota 28.0 Product Patéchinois Quantity 6 Unit Price 26.0, Total 144.0 Total Price Total Price 287.8""",ShippingDocument
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Is7 Ravioli Angelo is 195""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Invoice,""X51005712021.jpg,HAPPY SNACKS ENTERPRISE,,,20032018,26.82,Change 23""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Invoice,""10660,HUNGC,2017-09-08,yoshi Latimer,invoice_10660.pdf""",Invoice
"Purchase Order,""37 IGravad lax fl 20.8""",PurchaseOrder
"Purchase Order,""10952 2018-03-16 Maria Anders""",PurchaseOrder
"Invoice,""X51005711402.jpg,,INV,,17-03-2018,1,GST Summary Amount""",Invoice
"Invoice,""10321,ISLAT,2016-10-03,Helen Bennett,invoice_10321.pdf""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Shipping Manifest,""order_10424.pdf,Order ID 10424 Shipping Details Ship Name Mare Pailarde Ship Address 43 rue St Laurent Ship Cay Montréal Ship Region North America Ship Postal Code Hi 163 Ship Country Canada Customer Details CustomerID MEREP Customer Name Mare Pailarde Employee Details Employee Name Robert King Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2017-01-23, Shipped Date 2017-01-27 Products Product Steeleye Stout Quantity 60 Unit Price 14.4 Total 864.0 Product Cte de Blaye Quantity 49 Unit Price 210.8 Total 10329.2 Product Scotish Longbreads Quantity 30 Unit Price 10.0 Tota 300.0 Total Price Total Price 11498.2""",ShippingDocument
"Purchase Order,""B-26028,1272.00,547.00,2,Electronics,Phones""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""purchase_orders_11062.pdf,""",PurchaseOrder
"Invoice,""X51006414679.jpg,,,,14042018,1,""",Invoice
"Purchase Order,""lea Scottish Longbreads 18 125""",PurchaseOrder
"Purchase Order,""26 Gumbar Gummibarchen 24 24.9""",PurchaseOrder
"Purchase Order,""purchase_orders_10887.pdf,""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Shipping Manifest,""order_10458.pdf,Order ID 10458 Shipping Details Ship Name Suprémes déices Ship Address Boulevard Trou, 255 Ship Cay Charleroi Ship Region Western Europe Ship Postal Code 6-6000 Ship County Belgium Customer Details CustomerID SUPRD Customer Name Suprémes dices Employee Details Employee Name Robert King Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2017-02-26 Shipped Date 2017-03-04 Products Product Gumbir Gummibarchen Quantity 30 Unit Price 26.9, Total 747.0 Product Rossle Sauerkraut Quantity 30 Unit Price 36.4 Total 1002.0 Product Ipoh Coffee Quantity 20 Unit Price 26.8, Total 736.0 Product Gnecchi di nonna Alice Quantity 15 Unit Price 30.4 Total 456.0 Product Flotemysost Quantity 50 Unit Price 17.2 Total 860.0 Total Price Total Price 3891.0""",ShippingDocument
"Purchase Order,""purchase_orders_10259.pdf,""",PurchaseOrder
"Purchase Order,""purchase_orders_10295.pdf,""",PurchaseOrder
"Purchase Order,""B-26033,143.00,32.00,1,Furniture,Bookcases""",PurchaseOrder
"Purchase Order,""Iso Raclette Courdavault 130 44""",PurchaseOrder
"Shipping Manifest,""order_10357.pdf,Order ID 10357 Shipping Details Ship Name LILA-Supermercad Ship Address Carrera 2 con Ave. Bolivar 465-08 Liano Largo Ship Gy Barqusimeto Ship Region South America Ship Postal Code 3508 Ship Country Venezuela Customer Details CustomerID LILAS Customer Name LILASupermercado Employee Details Employee Name Nancy Davelio Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-11-19 Shipped Date 2016-12-02 Products Product ture Quantity 30 Unit Price 26.8 Total 744.0 Product Gumbir Gummibarchen Quantity 16 Unit Price 26.9 Total 398.4 Product Camembert Pierrot Quantity 8 Unit Price 27.2 Tota 217.6 Total Price Total Price 1360.0""",ShippingDocument
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Invoice,""11058,BLAUS,2018-04-29,Hanna Moos,invoice_11058.pdf""",Invoice
"Invoice,""X51005444037.jpg,,oice,,,,""",Invoice
"Purchase Order,""4 IChef Antons Cajun Seasoning is 22""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Iso Raclette Courdavault 70 44""",PurchaseOrder
"Invoice,""10890,DUMON,2018-02-16,arine Labrune,invoice_10890.pdf""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""purchase_orders_10864.pdf,""",PurchaseOrder
"Purchase Order,""laa Singaporean Hokkien Fried Mee 14 14""",PurchaseOrder
"Purchase Order,""B-25645,183.00,-66.00,5,Electronics,Phones""",PurchaseOrder
"Purchase Order,""10456 2017-02-25 Philip Cramer""",PurchaseOrder
"Purchase Order,""a7 Zaanse koeken o os""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""31 Gorgonzola Telino 10 125""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""51 Manjimup Dried Apples 44 53""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""2 Ichang ie 19""",PurchaseOrder
"Invoice,""X51006388066.jpg,,oice,,,6,""",Invoice
"Shipping Manifest,""order_10289.pdf,Order ID 10289 Shipping Details Ship Name 8 Beverages Ship Address Fauntleroy Circus Ship Cy London Ship Region British Isles Ship Postal Code EC2 5NT Ship County UK Customer Details CustomerID BSBEV Customer Name Bs Beverages Employee Details Employee Name Robert King Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-08-26 Shipped Date 2016-08-28 Products Product Aniseed Syrup Quantity 30 Unit Price 8.0 Total 240.0 Product Wimmers gute Semmeknadel Quantity 9 Unit Price 26.6, Total 230.4 Total Price Total Price 479.4""",ShippingDocument
"Purchase Order,""B-25698,27.00,-6.00,4,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Shipping Manifest,""order_10965.pdf,Order ID 10965 Shipping Details Ship Name Old World Deticatessen Ship Address 2743 Bering St Ship Cty Anchorage Ship Region North America Ship Postal Code 99508 Ship Country USA Customer Details Customer 1D OLOWO Customer Name Oid World Delicatessen Employee Details Employee Name Michael Suyama Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-03-20 Shipped Date 2018-03-30 Products Product Manjimup Dried Apples Quantity 16 Unit Price 53.0, Total 848.0 Total Price Total Price 848.0""",ShippingDocument
"Purchase Order,""B-25753,154.00,22.00,7,Clothing,T-shirt""",PurchaseOrder
"Invoice,""X51005724554.jpg,,Bill,,28022018,4,Change""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Invoice,""X510072313361.jpg,UNIHAKKA INTERNATIONAL SDN BHD,Invoice,,,100100000037,CASH""",Invoice
"Purchase Order,""13 Konbu 2 48""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""B-25911,40.00,15.00,1,Clothing,Kurti""",PurchaseOrder
"Purchase Order,""52 Filo Mix 14 7""",PurchaseOrder
"Invoice,""10268,WARTH,2016-07-26,Pirkko Koskitalo,invoice_10266.pdf""",Invoice
"Inventory Report,""StockReport_2016-10 , 34 products , Beverages, Condiments, Confections, Dairy Products, GrainsCereals, MeatPoultry , Notable high sales Alice Mutton 98 units , Partial price data 18-263.5""",InventoryReport
"Invoice,""X51005749895.jpg,,PILLAR,,,6,CHANGE RM 0""",Invoice
"Receipt,""receipt179.jpg,Gourdoughs Pu 2700 South Lanar Blvd Austin, TX 7870 Phone 512 91 3008 BAR PM B chk 7862 Yan2117 1 FREEBIRO 5.50 1 ICE CREAM 200 1 LONESTAR 3.50 ORIGINAL TTL 11,00 Tx 0.91 0938PM TOTAL 14-37 Follow us gourdoughspub on Facebook or Twitter for the Jatest and greatest specials""",Receipt
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""X51006619854.jpg,,WO,INVOICE,,,3""",Invoice
"Shipping Manifest,""order_10360.pdf,Order ID 10360 Shipping Details Ship Name Blondel pare et fs Ship Address 24, place Kleber Ship Gy Swasbourg Ship Region Western Europe Ship Postal Code 67000 Ship Country France Customer Details CustomerID BLONP Customer Name londesdds pe et fs Employee Details Employee Name Margaret Peacock Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-11-22 Shipped Date 2016-12-02 Products Product Rossle Sauerkraut Quantity 30 Unit Price 36.4 Total 1002.0 Product. Tharinger Rostbratwurst Quantity 35 Unit Price 99.0, Tota 3465.0 Product Cte de Blaye Quantity 10 Unit Price 210.8 Tota 2108.0 Product Manik Quantity 35 Unit Price 16.0 Total 560.0 Product Touriére Quantity 28 Unit Price 59 Total 165.20000000000002 Total Price Total Price 73002""",ShippingDocument
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Invoice,""10522,LEHMS,2017-04-30,tenate Messner,invoice_10522.pdf""",Invoice
"Shipping Manifest,""order_10366.pdf,Order ID 10366 Shipping Details Ship Name Galeria del gatronémo Ship Address Rambla de Cataluna, 23, Ship Cty Barcelona Ship Region Southern Europe Ship Postal Code 8022 Ship Country Spain Customer Details CustomerID GALED Customer Name Galeria del gatrénomo Employee Details Employee Name Laura Callahan Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2016-11-28 Shipped Date 2016-12-30 Products Product Louisiana Fiery Hot Pepper Sauce Quantity 5 Unit Price 16.8 Total 84.0 Product Orginal Frankurer grine Sotte Quantity 5 Unit Price 10.4 Total 520 Total Price Total Price 196.0""",ShippingDocument
"Invoice,""X51005447851.jpg,,TRN,,,1.00,Change 98""",Invoice
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Shipping Manifest,""order_10702.pdf,Order ID 10702 Shipping Details Ship Name Arod-s Futterkste Ship Address Obere Str. 57, Ship Cty Berin Ship Region Western Europe Ship Postal Code 12209 Ship Country Germany Customer Details Customer 1D ALFKI Customer Name Alreds Futerkiste Employee Details Employee Name Margaret Peacock Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-10-13, Shipped Date 2017-10-21 Products Product Aniseed Syrup Quantity 6 Unit Price 10.0 Total 60.0 Product Lakai Quantity 15 Unit Price 18.0 Tota 270.0 Total Price otal Price 390.0""",ShippingDocument
"Invoice,""X51005806678.jpg,KAISON FURNISHING SDN BHD,,,,6,Change""",Invoice
"Purchase Order,""11038 2018-04-21 Pascale Cartrain""",PurchaseOrder
"Purchase Order,""1048 2018-04-24 Elizabeth Lincoln""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""purchase_orders_10903.pdf,""",PurchaseOrder
"Invoice,""10284,LEHMS,2016-08-19,tenate Messner,invoice_10284.pdf""",Invoice
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Invoice,""X51005719883.jpg,TAMAN BERKELE,18311102T039S,INVOICE,,57,CHANGE RM 41""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Invoice,""X51007231331.jpg,UNIHAKKA INTERNATIONAL SDN BHD,Invaice,,,100100000056,CASH""",Invoice
