Filename,Content
receipt118.jpg,"Villaggio Grille 4780 Wharf Parkway Orange Beach, AL 36561 PHONE: 251-224-6510 rder 9862 06/08/19 11:45 AM ‘ten 14 Cust 3 Server 156 JAMIE 1 P-VILLAGIO BREEZE 0.01 1 ADD SALAD 3.00 i LUNCH SEAFOOD PASTA 14.00 | KID PEPERONI PIZZA 7.00 ] gp ALFREDO 7.00 Sub-total : 31.01 Tax: Salil Total Due: 34.12"
receipt119.jpg,"JAPANESE STE AK ORF 33 HIGHHAY 111 rancho MIRAGE OR; 7270 288 Server ID? i Sale xnxnxenencn [9 ISA Entry Method: Chip Amount: $ 158.97 Tip: \5° 0 Total: 72 OT cat 27. My 222/13 ; Tnv #: 000000061, tot ee foprvd: Online Code: 83900! VISA VEIT Ald; AgaodeaoG31 610 TR: 660 0 Bg 181: 50° CuS¥Omge Cp y"
receipt12.jpg,"Friendly Red's of Windham 22 Haverhill Rd Windham NH 603-437-7251 Server: Giancarlo 104/1 Guests: 2 Reprint #: 1 Cadillac Margarita (2 @14. 00) Patron Silver Maryland Crab Cakes Chicken Caprese Chix Parm Sandwich Bud Light (2 @3. 70) Subtotal Tax Total Balance Due Join us on Facebook & Spee es, 07/21/2018 12:56 PM 10076 28. 00 14.00 12.00 10. 00 7.40 71.40 6.43 77.83 oS"
receipt120.jpg,#3264 Total Itess 3 PUuW Total Balance Due How was your visit? Call us at 888-624-8140
receipt121.jpg,"#1 PURSE ax Panda Ergress #64 Brooklyn, wy (718) 246 3898 12/22/2017 4:58:01 py Order: 196813 1 Plate 910 CHOW MEIN-1/2 CHOW MEIN-1/2 BROCCOLI BEEF BEIJING BEEF Plate CHOW MEIN-1/2 CHOW MEIN-1/2 -T0 Go- Server: Cheryfia M TERIYAKI CKN EE) GRILL TERIYAKI CKN 1 PEPSI 20%Gz 1 PEPSI 20 02 ‘SubTotal TA"
receipt122.jpg,"RED & HOT il 349 7 AVE. (CORNER OST) BROOKLYN, NY 11215 TEL:(718)309-2577 TEL(718)309-8897 Dine In Date: 10-20-2018 Time: 12 37PM Server: WAITER TAB#: C2 No. of Guest | 1 Vegetable Roll Egg Roll 2 L35.Sesame chicken 1 WR 1 F/R 1 (L)Veg Spare Ribs .BBS W/R Amount : TAX(8. 875%) : TO! TAL: : Thane you very witch: 7.65 Bl55 eR 23. 46"
receipt123.jpg,09/10/17 3:28 PM Table 02 $20.95 $28 .95 $16.00 $65.90 $5.68 $71.58
receipt124.jpg,"I, feson Mexican Restaurant Server: IGOR Station: 33 Order #: 18539 Dine Table: Al Glests: 2 1 SOPA DE TORTILA BOML 5.5 1 TACO SALAD CHK 1 HOUSE MARGARITA JUMBO 1 1 Dr Pepper 6 1 SIDE CHEESE 1.5 1 HOUSE MARGARITA JUMBO SUB TOTAL: 4 Tax 1; TO"
receipt125.jpg,"r ) Marr ison Ave New Orleans, LA 70124 Phane: (504) 488-0107 8 Daniel P To? 90/1 Chk 4650 Gst 1 Aug23'19 12:07PM **k Memo Check #* Seat: 1 1 Fajita Vegetable TAS 1 Taco Shrimp Fresh Catch 3 12.00 *DON'T MAKE* 1 Water 0.00 Food 19.75 Tax BON Total =) 4 wale)"
receipt126.jpg,"Firefly American Bistro 5525 New Albany Road West New Albany, OH 43054 Server: Harry M 12/28/18 7:54 PM Check #140 i Table 24 Malbec Leyte ee a Blood Orange Marg : dale oe Wedding Soup_ $2.95 Spaghetti Marinara $17.95 Add One Meatbal] Add Two Meatbal] Fettuccine Alfredo $23.95 — Add Steak Sma]] Wedge Salad (Dinner) $4.95 Creme Brulee $4.00 Baileys $7.00 Subtotal $77.80 Tax $5.84 Total $83.64 Come See Us Again! NTE TMS PMG"
receipt127.jpg,"CHATPATA RESTAURANT INC 1683 ROUTES CLIFTON PARK, NY 12065 5182801190 Cashier: Kamal 19-Mar-2019 5:28:12P 1 6.5 Chicken Korma $11.95 1 10.1 Naan (Plain Naan $1.95 1 13.1 Kheer $3.95 Subtotal $17.85 Tax $1.25 Total $19.10 Online: https://clover.com T/KQ23FATONSTOT Order KQ23F4 T9NB8T6T P"
receipt128.jpg,"PIZZA HUT DINE_IN Ticket #00100 Item Count: 3 ENTERED BY TABLE #GUEST MAURICE 56 2 030835 10/25/2018 8:30 PM Ol 1 $FivelU 12.49 A Hand toss C Pepperoni 02 1 ~~ $FiveLl 7.69 Bone OUT Gar}eParm ‘ 03 1 Pitcher 13.50 DosEquis COUPON (FE) 10.18 Subtota| 23,50 Service Fee 0.94 SALES TAX 2.32 Balance Que 26.76"
receipt129.jpg,"KAAVERAS MEXICAN CUISINE & BAR| 16530 BELLFLOWER BLVD BELLFLOWER, CA 90706 5624610599 http://www.kalaveras.com/ ORDER: Bar B11 Cashier: BAR PM 30-Aug-2019 3:24:10P Classic Michelada Classic Michelada Don Julio Anejo Classic Michelada Balam Madurado ats ahaeneey Subtotal Tax Total Thank you for your visit vn 83V4QQ@3)PPMT: Order 93V4QQC31 PPMT KALAVERAS - BELLFLOWER $12.00 $12.00 $15.00 $12.00 $12.00 $63.00 $5.99 $68.99 IN"
receipt13.jpg,Pulled Pork Sand $8.50 *Reg $0.00 Creamed Corn[Small] $3.35 Mac & Cheese[sm] $4.20 Cake[Slice] $3.95 $2.25 Subtotal $59.11 CA Sales Tax $5.32 Total $64.43 Wells Fargo $64.43 Change $0.00 Thank You for Visiting Please visit our website www. smokecitymarket.com Enjoy our BBQ? 'Like' us on facebook and Yelp Please rate us on Zagat WW .Zagat com/r/smoke-city-market-van-nuy
receipt130.jpg,"HIRO JAPANESE RESTAURANT 3007 NE 163RD STREET North Miami Beach, FL 33160 (305) 948-3687 Server: HUGO Station: 2 1 (L)Ton Katsu 1 (L) Makimono SUB TOTAL: Tax 1: TOTAL: $17.18 >> Ticket #: 20 << 2/13/2018 1:09:45 PM THANK YOU!"
receipt131.jpg,"BOA (310) 278-205! OO51a_ TABLE 308 #Pa BAR L SvrCk: 13 13 Separate checks: 1-of-3 1 CRAB CAKE 1 SKIRT STK LUNCH Sub Total: Tax: Sub Total: 12/20 14:29 TOTAL: SUGGESTED GRATUITY 18% 8.48 20% 9,42"
receipt132.jpg,"MOONSTAR REST AURANTI 383 GELLERT BLYD., DALY CITY, CA 94015 650- 992- 2888 Tab 424 ip Me #2 184 ary NAME U/P PRICE 5 FRI-SUN DINNER $29.88 149.40 29.88 50%0FF BIRTHDAY -0.50 -14.94 SUBTOTAL: 134. 46 Tax(9%): ie) Tip Guide: 15K: + 20.17= 166.74 185+ 24.203 fn 20%: + 26.89 173.48 MANTA"
receipt133.jpg,: KFC = Restaurant #C160014 3680 Hempstead Turnpike Levittown (516)735-3508 Ticket #2684 2016-07-08 9:16 PM €160014 2 117 2884 h/ sh Only g Ma: B
receipt134.jpg,"VIA EMILIA 9 1120 15TH ST MIAMI BEACH, FL 33139 7862167150 ORDER: Table 11 Cashier: V. 27-Apr-2017 6:21:59P. 1 Tagliatella al Ragu’ 1 Cappellacci Di Zucca 1 Stufato Al Latte Di Ravenna Subtotal Tax Total ‘Order QGVATH3NM28YC. $14.90 $18.90 $22.90 $56.70 $5.10 $61.80 ‘Show us your review on TripAdvisor or Yelp and you'll get a free glass of wine!"
receipt135.jpg,"URGERs MAYWOOD, CA s027¢ PHONE 323-588-1607 MC #01 12:13 PM 000072 MISC B CHZ B SPC no pickles F FRIES - LRG ay horchata HZ BURGER SPEC nd onions EAT-IN TAXABLE SALES TAX TL ORDER # 0000000052 PLEASE HELP US SERVE YOU BETTER YICE WAS VERY GOQD GOOD POOR"
receipt136.jpg,"| Ee BALLOT oy eee North Cano = Beverly Hills, CA 90210 TUE JANUARY a 2018 CK #278470— 1 : a TABLE a 1 ICED TEA $4.50 1 ROMBO CARCIOFI FUNGH $48.00 1 SPARKLING WATER LARG $8.50 1 BRANZINO GRIGLIATO $40 1 CARPACCIO RED SNAP 33 FOOD SUB-TOTAL TAX TOTAL Lets"
receipt137.jpg,"The Shawarma Factory Apr 10, 2019 12:34 PM Vince —__ Ticket: #29 Visa 7286 Authorization 173245 Receipt O3WE 14817 S. Western Ave Gardena, CA 90249 VISA DEBIT AID AO 00 00 00 03 10 10 PORMERE Flame Broiled Chicken $11.99 1/2 Chicken, Hummus , House Salad Subtotal $11.99 Sales Tax $1.14 ee $13.13 nara"
receipt138.jpg,"Navi Teriyaki 27000 Marine Ave #103 Redondo Beach, CA 90278 (310) 973-3500 168479 Customer Name: Guests: 1 >> SETTLED «« 1 Salmon Plate 1 Extra Shrimp"
receipt139.jpg,ORDER: 9 Dine In jonton or Egg Drop or $3.75 Mixed Dinner Wonton Soup $0.00 $3.00 #01 Egg Roll $8.99 #23 Juice Chinesse Chop Suey Honduran Style Dinner Tropical $5.00 2 @ $2.50/12 oz Tamal De Pollo $3.50 @ $3.50/each Subtotal $24.24 Tax $1.70 $25.94 Total Order DAHGRRF9JPM70 Bring back this receipt for 10% off your next visit! :) Online: https://clover.com/t/ DMHGRRFSJPM70 PULL
receipt14.jpg,"#14 HP Pho Ga 8930 Mission Dr. #102 Rosemead ,CA 91770 Phone (626) 288- }-9999 bate: Apr 01, 2019 Time; 05:12PM Server: Admin Bill; 59980 Table : 14 1 Pho Ga (Small) 8.00 1 Pho Ga (Large) 9.00 1 oor Cuon 5.25 “Subtotal 22.25 TAX 21 Total 24.36 8. Service Charge 40% 8.90 Total $33 26 Suggested Tip : 15% (3,65) 18% (4.38) 20% (4.87) Open Time : Apr 01, 2019 04:39PM Printed By : Admin Thank you for Coming !"
receipt140.jpg,Bill No. 00027 «Bill Date 06.07.2037 Bill Tame 22:06 © Persons (02 Table No. F Wer. No. §D Item Name Amount TANDOORI CHICKEN «1791.00 79.00 MUTTON RAGON JOSH 209 «2.00 209.00 FISH BIRIYANI 229 1.00 3
receipt141.jpg,1450 § ig hoy - Ofxte Ht Host: Nelson Gtuery 12 cng Bias Smoke Shack 5.19 woes rie 6.42 cheese fries 6 REG Soda (2 @2.75) 5 56 (2)REG Rootbeer REG Iced Tea - Subtotal oe Tax ee To Stay Total oa Visa #XXXXXXXXXXXX9197 Auth: 130960 We Tweet - You Tweet . We All Tweet. @ShakeShack
receipt142.jpg,"MAR YAUATCHA Yauatcha 110578007 Kakin Restaurant 1 Tender Branch Hibiscus 1 Seafood Puff 1 Sesame Prawn Toast 1 Beancurd Prawn Cheung Fun 10.80 1 X0 Scallop Dumpling 8.80 1 Poached Beijing Dumpling 5.80 1 Spinach Dumpling 6.80 1 Tea Smoked Pork Ribs 22.00 Subtotal $84.80 Tax $3.82 Total Bue $88 .62 International Market Place 2330 Kalakaua Ave Ste 326 Honolulu, Hawaii 96815 Reservat ions@YauatchaWaikiki .com Phone: 808-739-9318 **GRATUITY NOT INCLUDED+* NEE ee"
receipt143.jpg,Blue Bear Tavern 716 9 11th Street (215)922-342? www bluebear tavern -com Check #: 00225 pate; 01/13/2012 10:16 pM «CEC : Station: Posd Server Guests: 1 \ Crimint \ Salam‘ | Olives 1 Lrg Clams\mussels 4 Reg Kete) One 1 House Cab Sub Tota] Philly Liquor Ta Philly Pa Sale —4 <> ee = Pm mm
receipt144.jpg,"Arthurs 237 Washington Hoboken, NJ 07030 (201) 856-5009 7AB/62 Gst OctO1’17 01:44! Bar rthur’s Burger *ChsBleu 13.95 Burger #*hvocado 15.95 fia 2 lal i al Private Rooms Available for Your Next Party!"
receipt145.jpg,"CHLOES1 81 Ludlow st New York, NY 10002 Tel 212 677-0067 Check Name: HHANG,HYUN Server: Bar Date: 08/03/18 Table: Guests: 1 -[Seat 1] ; 2 HOUSE VODKA 1 HOUSE TEQUILA Subtotal: Tax: : Sub w/Tax: Gratuity: Amt Due: Visa EMV"
receipt146.jpg,"gG MIGUEL S MEXICAN ~~ . 3035 WW. KENNEDY BLVD TANPA itl (813) 876 - 2567 3 WATER 0,00 1 GRAB SUIZA 18.25 1 SHRIMP VERACRUZ 14.95 1 ENCHILADA 4,95 1 FAJITA BF 13.95 1 ¥¥TAKE QUT#* 0.25 4 HH MIGUELS MARGARIT @ 3.38 13.52 Subtotal 60.87 Tax 4.27 05:19PM Total is5.14 PLEASE pay voip ecevER"
receipt147.jpg,"Rihanna's Caribbean Restaurant 12709 BEECHNUT ST STE100 HOUSTON, TX 77072 8328902382 ORDER: 12 Cashier: LeeLee 12-Aug-2018 3:01-40P 1 Curry Chicken 1 Beef Pattie Subtotal Tax Total Dickie GAA EER a Sa $10.00 $2.25 $12.25 $1.07 $13.26"
receipt148.jpg,"NEW DELHI TNDIAN RESTAURANT #237E, Sisivath Quay, Phnon Pent, Canbodia Tel: 0969591472 uonly@lehotaai com onal INVOICE Ticket No:1740 Date:24-Nov-16 Table No: 6 Time:9:12 PH QTY PRICE TOTAL House Wine White Glass VEGETABLE SHORBA GARLIC NAAN KARI PAKORA ANGKOR. BEER WITH MEAL ANGKOR BEER WITH HEAL * Thank you for dining with ust * se Have Free Howe Delivery!"
receipt149.jpg,"Sonfe Area's drive 518 Rober toon Boulevard Walterboro, st 2340 (048-782-4565 Stall #15 96 se sis) Oke tT 0754 Tray: 8 Stall seve Ind 1 sae Combo 6.19 Che rer fa a0 at A et et Flee ed Dr per 1 re og oo 509 Ooo ed Tats Wet Cates ror ig Total be: 13.0) fev All atl: 18 me ie 8:00"" Tota On: TU"
receipt15.jpg,"ALBETOS MEXICAN FOOD 11732 ARTESIA BLVD. ARTESIA,CA. Ph: (562) 860-2530 PHONE ORDERS WELCOME ORDER # 01029 3 ASADA TACO ATM CHARGE SUBTOTAL TAX TOTAL TOTAL nAna ATM ‘ RECALL —:636"
receipt150.jpg,"pine 1n penny’s Restaurant #8129 160 Eastern as Canandaigua, NY 14 124 (585) 394-4880 aes? 8/30/2015 11:00:11 PM Order: 429742 Server: Bethany F Table: 12 Guests: 2 1 No Beverage 0,00 1 No Beverage 0,00 1 Milk Shake 3.99 Shake Choc SubTotal 3.99 Tax 0.30 Gratuity 1.00 Total 5.29"
receipt151.jpg,"DB wOoDrRD Res 2 SPRIS 7.0 5.36 aMaUiT 0 60:94 TOTAL lia 5.36 Amount wt geo, 4e WE WANT To PLEASE conract 1 STOREID: swerecas"
receipt152.jpg,"Collector’ s Choice Restaurant 215 Cypress Ave onohomish WA GB290 360-568-1277 April 10, 2019 12:00pm Ticket: 1904100085 Server: Cheryl] V Seat: Dining: T8: | Item Price 1 Twisted Rueben 11.691 Subtotal %i ry aor @ 11.69 1 Service Fee (-6%) ~-0. 707 Sales Tax (9. 2%) 1.14 $13.53 Total Tip Helper: 15%=2. 03 18%=2. 44 20%=2. 1 Starting January 2th, 2019 CCR includes a 6% service charge on each guest check. This service charge 1s fully retained by the company, not the servers. It will be used 100% to provide fair wages for our kitchen staff with equitable pay and benefits to our entire team. We are required by law to collect tax on the service charge. Please Continue Tipping your Servers. Thank you for your continuing support. Receive a 3% Discount for paying with cash. —"
receipt153.jpg,"KALOOKI'S 03/14/2015 8:12 PM 5300 Denise Unit Price 8.00 8.00 20,00 20.00 25.00 25.09 Bottled Wate 20 Service Charge 10% Thank Kalook''s Bey Read, Blue Hille 01649 Providenciales esoas2aa88"
receipt154.jpg,"Gordon Ramsay Steak Paris Las Vegas say Steak Check: 2042967 Table: T-35 conberto Guests: 2 2 Regular 1 Pinas Cup 14,00 2 The Orifter 28.00 6 14.00 1 Kobe Beef Slider 18.00 1 New York 63.00 J Aner Kobe Filet 79.00 1 Lobster Tail 38.00 1 Potato Puree 12.00 1 Grlld Asparagus 13.00 1 Peppercorn 6.00 1 Pepsi 6.00 1 Choc Pot De Crem 13.00 Subtotal 230.00 23.49 313.49"
receipt155.jpg,"Via Mar Restaurant 4105 Maine Ave Baldwin park, ca 91706 626) 939-9019 Server: Isabe] station: ' Order #: 320502 oe pine In Table: 16 quests: 6 TAP BEER 10-HH 9,54 Modelo Tap. 2 Manzanita Sol 9.00 1 Tamarindo 2.18 1 Sprite 2.18 1 Thur. 2 Cock Shrimp 11.95 2 Whole Fish 21,90 Tilapia Wh] Fried 1 2 tes Governador 1.15 > plan ,fries 1 French Fries 2,50 1 Taco DE Asada 2.28 > plain,papas SUB TOTAL: 66.89 Tax 1: 6.35 Tax 2: 0.00 WNT DUE: $13.24 9/6/2018 SEER EEA AA vniir server"
receipt156.jpg,"Toho eS ‘arcopterreshite,Ye/oasson $006 ace en oie seas ‘6Feb""19 21 1 Gor Fi Beary 1 eae FI Au Po s6 1 Onion Ring os 1 Harfeots Vert as 1 hoe Trut Cake ‘8 TLunta £3 2:51 Balance Due 129.75 Thank you for your custen."
receipt157.jpg,IKEA F TKEA MILTON VAT Oty Nane Total £ Nea 3.80 fn & Chips Adult 4.95 Pain - White 0.50 Wine rose 2.80 Wine red 3 80 upTotal : 12.37 Tax
receipt159.jpg,"—_. WITASU JAPANESE RESTAURANT SDN BHD B-01, CENTRAL PLAZA, 94, JALAN SULTAN ISMAIL, §0250 KUALA LUMPUR TEL 03-2110 2833 (GST Rea. No : 001774428160) Tax Invoice Table D2 Bi 11#;VO01-201060 Odr No; 199535 Date ; 29-06-2018 19:59:15 Cashier Qty Description Total TAX Subtotal : 709.50 Sery. Charge (10%): 70.95 GST Payable (0%): 0,00 780.45 780.45 Closed: 001 29-06-2018 21:52:03 Server: AARON VISA 780.45 = peHOEHIOI? LIM CHAT JA Bases"
receipt16.jpg,"Be sitar ner Blyd 15700 Be ower Bly Bellflower, CA 90706 Nathalie 2 Enchi Omelete SHREDDED BEEF 1 Open Food SHREDDED BEEG 1 Open Food 1 Hashbrowns Side Hashbrowns Side ane 2"
receipt161.jpg,"Angela's Pizza Restaurant 12247 Sheridan St Cooper Cityb, FL 33026 (954) 893-2000 Server: Melina Station: 2 Order #: 4876 Dine In Table: 1 Guests: 4 1 Sprite 2a55) 1 Chicken Caesar Salad 8.95 1 Chefs Special 19.95 > Chefs Special Soup of Day Bar Subtotal: Food Subtotal: Tax 1: TOTAL: >» Ticket #: 56 « 7/10/2017 9:32:06 PM THANK YOU! TNA"
receipt162.jpg,"Sub Hash Be Be Sales fax > 2 Check Total $ 53, Aditionatir=— Tota’ Charge: 13% tip is 7,57 18% tip is 9,09 20% tip is 10.10 22h tip is 11.11 Thank you for Coming Gracias por sy Visita"
receipt163.jpg,"1085 SABE nentennn S. : fl + 4 i chk 4530 Gs TI 71/1 etog't6 O7:08PM bin In 1 BUCATINI | un 1 RAVIOLO 18.9 1 BT TURNBULL NAPA 90.00 1 HALIBUT 36.00 1 YODEL 12.00 1 MILK & HONEY 10.00 1 COFFEE SM 6.00 1 GL ROUND POND SB 13.00 1 OCTOPUS 16.00 1 BEEF TARTARE 42,00 { FINLANDIA (WELL) MARTINI 11,00 4 HALIBUT 38.00 1 SNAPPER sya deal 309.00 aK i 09:19PH Total 24.72"
receipt164.jpg,"BEN’S BAYSIDE 211-37 26th Avenue Bayside, NY 11360. Phone: (718)229-2967 Email: BaysideBensDeli net 0032 Table 45 JESSICA M Sv DINING ROOM 2 DOUBLE 0) 1 past, bo 1 KNISH 1 ROUND 1 KASHE SIDE 1 COFFEE 2 WATER Sub Total: Tax 03/05 12:41 TOTAL: Suggested Gratuity GRAT 15k 5.69 RRAT 12% RRO"
receipt165.jpg,1600 ‘ax (691) 329-1648 Idenpearcafe.com AugO6’15 11:01AM Visa YOOKKXXKXKKXK 1779 XM/XX d Type Total ignature cording to my eement Custom Copy
receipt166.jpg,"49,00 64.00 Buritto livery ‘Amount: Due 117.00 ‘+##Thank You For Coningtst Hone Delivery No:600561112"
