Filename,Content
order_10258.pdf,Order ID: 10258 ‘Shipping Details: ‘Ship Name: Emst Handel ‘Shp Address: Krchgaase 6 Ship Cty: Graz ‘Ship Region: Western Europe ‘Ship Postal Code: 8010 ‘Ship Country: Austria Customer Details: ‘Customer 1D: ERNSH (Customer Name: Emet Handel Employee Details: Employee Name: Nancy Davelio ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: (Order Date: 2016-07-17 ‘Shipped Date: 2016-07-23 Products: Product: Chang ‘Quantity: 50 Unit Price: 15.2 Total 760.0 Product Chef Anton's Gumbo Mix ‘Quantity: 65 Unit Price: 170 Tota 1105.0 Product Mascarpone Fabio (Quantity: 6 Unit Price: 25.6 ‘Total 183.60000000000002 Total Price: Total Price: 2018.6
order_10259.pdf,Order ID: 10259 ‘Shipping Details: ‘Ship Name: Centro comercial Moctezuma ‘Ship Address: Sierras de Granada 9993 ‘Ship Cy: México OF ‘Ship Region: Central America ‘Ship Postal Code: 5022 ‘Ship Country: Mexico Customer Details: (CustomerID: CENTC (Customer Name: Centro comercial Moctezuma Employee Details: Employee Name: Margaret Peacock ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-07-18 ‘Shipped Date: 2016-07-25 Products: Product Sir Rodney's Sones Quantity: 10 Unit Price: 8.0 Total 80.0 Product Gravad lax ‘Quantity: 1 Unit Price: 208 Toat 208 Total Price: ‘otal Price: 100.8
order_10260.pdf,"Order ID: 10260 ‘Shipping Details: ‘Ship Name: Ottlies Kaseladen ‘Ship Address: Mehrheimerstr. 369, ‘Ship Cty: Kein ‘Ship Region: Western Europe ‘Ship Postal Code: 50739 ‘Ship Country: Germany Customer Details: (CustomerID: OTTIK (Customer Name: tiles Kaseladen Employee Details: Employee Name: Margaret Peacock ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-07-19 ‘Shipped Date: 2016-07-29 Products: Product Jack's New England Clam Chowder Quantity: 16 Unit Price: 7:7 Total 123.2 Product Raviol Angelo ‘Quantity: 50 Unit Price: 15.6, Total 780.0 Product Tarte au suere (Quantity: 15 Unit Price: 39.4 Total 591.0 Product Outback Lager ‘Quanity: 21 Unit Price: 120 Total 252.0 Total Price: Total Price: 1746.2"
order_10261.pdf,"Order ID: 10261 ‘Shipping Details: ‘Ship Name: Que Delicia ‘Ship Address: Rua da Panicadora, 12 ‘Ship Cy: Rio de Janeiro ‘Ship Region: South America ‘Ship Postal Code: 02389-673, ‘Ship Country: Brazil, Customer Details: (CustomerID: QUEDE (Customer Name: Que Delica Employee Details: Employee Name: Margaret Peacock ‘Shipper Details: ‘Shipper 10: 2 ‘Shipper Name: United Package Order Details: Order Date: 2016-07-19 ‘Shipped Date: 2016-07-30 Products: Product Sir Rodney's Scones ‘Quantity: 20 Unit Price: 8.0 Total 160.0 Product Steeleye Sou. ‘Quantity: 20 Unit Price: 14.4 Total 288.0 Total Price: Total Price: 448.0"
order_10262.pdf,"Order ID: 10262 ‘Shipping Details: ‘Ship Name: Rattlesnake Canyon Grocery ‘Ship Address: 2817 Miton Dr ‘Ship Cty: Albuquerque ‘Ship Region: North America ‘Ship Postal Code: 87110 ‘Ship Country: USA Customer Details: (CustomerID: RATTC Customer Name: Rattlesnake Canyon Grocery Employee Details: Employee Name: Laura Callahan ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-07-22 ‘Shipped Date: 2016-07-25 Products: Product Chef Anton's Gumbo Mix Quantity: 12 Unit Price: 170 Tota 204.0 Product. Uncle Bob's Organic Dried Pears Quantity: 15 Unit Price: 26.0, Tota 360.0 Product: Gnecchi di nonna Alice (Quantity: 2 Unit Price: 30.4 Total 60.8 Total Price: ‘Total Price: 626.8"
order_10263.pdf,"Order ID: 10263 ‘Shipping Details: ‘Ship Name: Emst Handel ‘Shp Address: Krchgaase 6 Ship Cty: Graz ‘Ship Region: Western Europe ‘Ship Postal Code: 8010 ‘Ship Country: Austria Customer Details: ‘Customer 1D: ERNSH (Customer Name: Emet Handel Employee Details: Employee Name: Anne Dodsworth ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-07-23, ‘Shipped Date: 2016-07-31 Products: Product Paviova ‘Quantity: 60 Unit Price: 139 Total 834.0 Product Guarana Fantastica (Quantity: 28 Unit Price: 3.6 Total 100.8 Product Nord-Ost Maljeshering ‘Quantity: 60 Unit Price: 20.7 Total 1282.0 Product Longife Tofu (Quantity: 36 Unit Price: 8.0 Total 288.0 Total Price: Total Price: 2464.8"
order_10264.pdf,"Order ID: 10264 ‘Shipping Details: ‘Ship Name: Fok och fa HE ‘Ship Address: Akergatan 24 ‘Ship iy: Bracke ‘Ship Region: Northern Europe ‘Ship Postal Code: S-844 67, ‘Ship County: Sweden Customer Details: ‘CustomerID: FOLKO (Customer Name: Fok och f& HE Employee Details: Employee Name: Michael Suyama ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: (Order Date: 2016-07-24 ‘Shipped Date: 2016-08-23 Products: Product: Chang Quantity: 35 Unit Price: 15.2 Total 532.0 Product Jack's New England Clam Chowder (Quantity: 25 Unit Price: 7:7 Total 192.5 Total Price: ‘Total Price: 724.5"
order_10265.pdf,"Order ID: 10265 ‘Shipping Details: ‘Ship Name: Blondel pare et fs ‘Ship Address: 24, place Kleber ‘Ship Gy: Swasbourg ‘Ship Region: Western Europe ‘Ship Postal Code: 67000 ‘Ship Country: France Customer Details: ‘CustomerID: BLONP (Customer Name: londesdds! pe et fs Employee Details: Employee Name: Ancrow Fuller ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-07-25, ‘Shipped Date: 2016-08-12 Products: Product Alice Muton ‘Quantity: 30 Unit Price: 31.2 Total 936.0 Product Outback Lager ‘Quantity: 20 Unit Price: 120 Total 240.0 Total Price: ‘Total Price: 1176.0"
order_10266.pdf,"Order ID: 10266 ‘Shipping Details: ‘Ship Name: Wartian Herklus ‘Ship Address: Torkatu 38 ‘Ship Cty: Oulu ‘Ship Region: Scandinavia ‘Ship Postal Code: 90110 ‘Ship Country: Finiand Customer Details: (CustomerID: WARTH ‘Customer Name: Wartian Herkku Employee Details: Employee Name: Janet Levering ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-07-26 ‘Shipped Date: 2016-07-31 Products: Product: Queso Manchego La Pastora (Quantity: 12 Unit Price: 30.4 TTotat 364.7o999900900905, Total Price: ‘otal Price: 364.7o990990900095"
order_10267.pdf,"Order ID: 10267 ‘Shipping Details: ‘Ship Name: Frankenversand ‘Ship Address: Berliner Platz 43 ‘Ship Gay: Munchen ‘Ship Region: Western Europe ‘Ship Postal Code: 80805 ‘Ship Country: Germany Customer Details: (CustomerID: FRANK (Customer Name: Frankenversand Employee Details: Employee Name: Margaret Peacock ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-07-29 ‘Shipped Date: 2016-08-06 Products: Product Boston Crab Meat ‘Quantity: 50 Unit Price: 14.7, Total 735.0 Product Racltte Courdavault ‘Quantity: 70 Unit Price: 44.0, Tota 3080.0 Product Lakai (Quantity: 15 Unit Price: 14.4 Total 216.0 Total Price: Total Price: 4031.0"
order_10268.pdf,"Order ID: 10268 ‘Shipping Details: ‘Ship Name: GROSELLA Restaurante ‘Ship Address: * Ave. Los Palos Grandes ‘Ship Cy: Caracas ‘Ship Region: South America ‘Ship Postal Code: 1081 ‘Ship Country: Venezuela Customer Details: (CustomerID: GROSR Customer Name: GROSELLA Restaurante Employee Details: Employee Name: Laura Callahan ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: (Order Date: 2016-07-20 ‘Shipped Date: 2016-08-02 Products: Product. Tharinger Rostbratwurst ‘Quantity: 10 Unit Price: 99.0, Total 990.0 Product Mozzarella di Giovanni ‘Quantity: 4 Unit Price: 27.8 Tota 111.2 Total Price: Total Price: 1101.2"
order_10269.pdf,Order ID: 10269 ‘Shipping Details: ‘Ship Name: White Clover Markets ‘Ship Address: 1029. 12h Ave. S. ‘Ship iy: Seattle ‘Ship Region: North America ‘Ship Postal Code: 98124 ‘Ship Country: USA Customer Details: (CustomerID: WHITC Customer Name: White Clover Markets Employee Details: Employee Name: Steven Buchanan ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-07-31 ‘Shipped Date: 2016-08-09 Products: Product Gettost ‘Quantity: 60 Unit Price: 2.0 Total 120.0 Product Mozzarella di Giovanni ‘Quantity: 20 Unit Price: 27.8 Total 556.0 Total Price: ‘Total Price: 676.0
order_10270.pdf,Order ID: 10270 ‘Shipping Details: ‘Ship Name: Wartian Herklus ‘Ship Address: Torkatu 38 ‘Ship Cty: Oulu ‘Ship Region: Scandinavia ‘Ship Postal Code: 90110 ‘Ship Country: Finiand Customer Details: (CustomerID: WARTH ‘Customer Name: Wartian Herkku Employee Details: Employee Name: Nancy Davelio ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-08-01 ‘Shipped Date: 2016-08-02 Products: Product inlagd Sit ‘Quantity: 30 Unit Price: 15.2 Total 456.0 Product Ipoh Coffee (Quantity: 25 Unit Price: 36.8 Tota 919.9999990000090 Total Price: ‘otal Price: 1376.0
order_10271.pdf,Order ID: 10271 ‘Shipping Details: ‘Ship Name: Spit Rall Beer & Ale ‘Ship Address: P.O. Box 555 ‘Ship iy: Lander ‘Ship Region: North America ‘Ship Postal Code: 82520 ‘Ship Country: USA Customer Details: (CustomerID: SPLIR Customer Name: Spit Rall Beer & Ale Employee Details: Employee Name: Michael Suyama ‘Shipper Details: ‘Shipper 10: 2 ‘Shipper Name: United Package Order Details: Order Date: 2016-08-01 ‘Shipped Date: 2016-08-30 Products: Product Getost ‘Quanity: 24 Unit Price: 2.0 Total: 48.0 Total Price: Total Price: 48.0
order_10272.pdf,"Order ID: 10272 ‘Shipping Details: ‘Ship Name: Rattlesnake Canyon Grocery ‘Ship Address: 2817 Miton Dr ‘Ship Cty: Albuquerque ‘Ship Region: North America ‘Ship Postal Code: 87110 ‘Ship Country: USA Customer Details: (CustomerID: RATTC Customer Name: Rattlesnake Canyon Grocery Employee Details: Employee Name: Michael Suyama ‘Shipper Details: ‘Shipper 10: 2 ‘Shipper Name: United Package Order Details: Order Date: 2016-08-02 ‘Shipped Date: 2016-08-06 Products: Product Sr Rodney's Marmalade (Quantity: 6 Unit Price: 64.8 ‘oat 388.70999900900905, Product: Gorgonzola Teno ‘Quantity: 40 Unit Price: 10.0 Total 400.0 Product Mozzarella di Giovanni (Quantity: 24 Unit Price: 27.8 Total 667 2 Total Price: ‘otal Price: 1456.0"
order_10273.pdf,"Order ID: 10273 ‘Shipping Details: ‘Ship Name: QUICK-Stop ‘Ship Address: TaucherstraBe 10 ‘Ship Cty: Cunewalde ‘Ship Region: Western Europe ‘Ship Postal Code: 1307 ‘Ship Country: Germany Customer Details: (CustomerID: QUICK (Customer Name: QUICK-Stop Employee Details: Employee Name: Janet Levering ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-08-05 ‘Shipped Date: 2016-08-12 Products: Product ture ‘Quantity: 24 Unit Price: 26.8 Total 595.2 Product: Gorgonzola Teno (Quanty: 15 Unit Price: 10.0 Total 150.0 Product Getost (Quantity: 20 Unit Price: 20 Total 40.0 Product Boston Crab Meat ‘Quantity: 60 Unit Price: 14.7, Total 882.0 Product Lakai Quantity: 33 Unit Price: 14.4 Total 475.2 Total Price: Total Price: 2142.4"
order_10274.pdf,Order ID: 10274 ‘Shipping Details: ‘Ship Name: Vins et alcools Chevalier ‘Ship Address: 59 rue de FAbbaye ‘Ship Cty: Reims ‘Ship Region: Western Europe ‘Ship Postal Code: 51100 ‘Ship Country: France Customer Details: (CustomerID: VINET (Customer Name: Vins et alcools Chevalier Employee Details: Employee Name: Michael Suyama ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: (Order Date: 2016-08-06 ‘Shipped Date: 2016-08-16 Products: Product Flotemysost ‘Quantity: 20 Unit Price: 172 Total 344.0 Product Mozzarella di Giovanni (Quantity: 7 Unit Price: 27.8 Total 194.6 Total Price: ‘Total Price: 528.6
order_10275.pdf,Order ID: 10275 ‘Shipping Details: ‘Ship Name: Magazzini Aimentari Riunit ‘Ship Address: Via Ludovico l Mero 22 ‘Ship Cy: Bergamo ‘Ship Region: Southern Europe ‘Ship Postal Code: 24100 ‘Ship Country: aly Customer Details: (CustomerID: MAGAA (Customer Name: Magazzini Alimentari Riu Employee Details: Employee Name: Nancy Davelio ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-08-07 ‘Shipped Date: 2016-08-09 Products: Product Guarana Fantastica Quantity: 12 Unit Price: 3.6 Total 43.2 Product Raclette Courdavault (Quantity: 6 Unit Price: 44.0 Total 264.0 Total Price: ‘Total Price: 307.2
order_10276.pdf,Order ID: 10276 ‘Shipping Details: ‘Ship Name: Tortuga Restaurante ‘Ship Address: Avda. Azteca 123 ‘Ship Cty: México OF. ‘Ship Region: Central America ‘Ship Postal Code: 5033 ‘Ship County: Meco Customer Details: (CustomerID: TORTU (Customer Name: Tortuga Restaurante Employee Details: Employee Name: Laura Callahan ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-08-08 ‘Shipped Date: 2016-08-14 Products: Product ture Quantity: 15 Unit Price: 26.8 Total 372.0 Product Kenbu ‘Quantity: 10 Unit Price: 4.8 Total 48.0 Total Price: ‘Total Price: 420.0
order_10277.pdf,"Order ID: 10277 ‘Shipping Details: ‘Ship Name: Morgenstern Gesundkost ‘Ship Address: Heerst. 22 Ship Cty: Leipzig ‘Ship Region: Westem Europe ‘Ship Postal Code: 4179 ‘Ship County: Germany Customer Details: (Customer 1D: MORGK (Customer Name: Morgenstern Gesunckost Employee Details: Employee Name: Ancrow Fuller ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-08-09 ‘Shipped Date: 2016-08-13 Products: Product Rossle Sauerkraut ‘Quantity: 20 Unit Price: 36.4 Total 728.0 Product Tarte au suere (Quantity: 12 Unit Price: 39.4 Total 472.7o999900900905, Total Price: Total Price: 1200.8"
order_10278.pdf,"Order ID: 10278 ‘Shipping Details: ‘Ship Name: Berglunds snabbkop ‘Ship Address: Berguvsvagen 6: ‘Ship Gy: Lulea ‘Ship Region: Northern Europe ‘Ship Postal Code: §-958 22 ‘Ship County: Sweden Customer Details: (CustomerID: BERGS ‘Customer Name: Berglunds snabbkop Employee Details: Employee Name: Laura Callahan ‘Shipper Details: ‘Shipper 10: 2 ‘Shipper Name: United Package Order Details: Order Date: 2016-08-12 ‘Shipped Date: 2016-08-16 Products: Product Gula Malacca Quantity: 16 Unit Price: 15.5, Total 248.0 Product Racltte Courdavault (Quanty: 15 Unit Price: 44.0, Total 660.0 Product Vegie-spread Quantity: 8 Unit Price: 35.1 Total 280.8 Product Rod Kaviar (Quantity: 25 Unit Price: 120 Tota 300.0 Total Price: Total Price: 1488.8"
order_10279.pdf,"Order ID: 10279 ‘Shipping Details: ‘Ship Name: Lehmann Marktstand ‘Ship Address: Magazinweg 7 ‘Ship Gy: Frankfurt aM. ‘Ship Region: Western Europe ‘Ship Postal Code: 60528 ‘Ship Country: Germany Customer Details: (Customer 1D: LEHMS (Customer Name: Lehmann Marktstang Employee Details: Employee Name: Laura Callahan ‘Shipper Details: ‘Shipper 10: 2 ‘Shipper Name: United Package Order Details: Order Date: 2016-08-13, ‘Shipped Date: 2016-08-16 Products: Product Alice Mution ‘Quantity: 15 Unit Price: 31.2 Total 468.0 Total Price: ‘otal Price: 468.0"
order_10280.pdf,Order ID: 10280 ‘Shipping Details: ‘Ship Name: Berglunds snabbkop ‘Ship Address: Berguvsvagen 6: ‘Ship Gy: Lulea ‘Ship Region: Northern Europe ‘Ship Postal Code: §-958 22 ‘Ship County: Sweden Customer Details: (CustomerID: BERGS ‘Customer Name: Berglunds snabbkop Employee Details: Employee Name: Ancrow Fuller ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-08-14 ‘Shipped Date: 2016-09-12 Products: Product Guarana Fantastica Quantity: 12 Unit Price: 3.6 Total 43.2 Product Patéchinois ‘Quantity: 20 Unit Price: 19.2 Total 384.0 Product Rhénbrau Klosterbier (Quantity: 30 Unit Price: 62 Total 186.0 Total Price: ‘Total Price: 6132
order_10281.pdf,"Order ID: 10281 ‘Shipping Details: ‘Ship Name: Romero y tomo ‘Ship Address: Gran Via, 1 ‘Ship Cay: Madiid ‘Ship Region: Southem Europe ‘Ship Postal Code: 28001 ‘Ship Country: Spain Customer Details: (CustomerID: ROMEY (Customer Name: Romero y tomilo Employee Details: Employee Name: Margaret Peacock ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: (Order Date: 2016-08-14 ‘Shipped Date: 2016-08-21 Products: Product Teatime Chocolate Bleculs Quantity: 1 Unit Price: 7:3 Tota 73 Product Guarana Fantastica (Quantity: 6 Unit Price: 3.6 oat 21.6 Product Steeleye Stout (Quantity: 4 Unit Price: 14.4 Total 57.6 Total Price: Total Price: 86.5"
order_10282.pdf,"Order ID: 10282 ‘Shipping Details: ‘Ship Name: Romero y tomo ‘Ship Address: Gran Via, 1 ‘Ship Cay: Madiid ‘Ship Region: Southem Europe ‘Ship Postal Code: 28001 ‘Ship Country: Spain Customer Details: (CustomerID: ROMEY (Customer Name: Romero y tomilo Employee Details: Employee Name: Margaret Peacock ‘Shipper Details: ‘Shipper 10:1 ‘Shipper Name: Speedy Express Order Details: Order Date: 2016-08-15, ‘Shipped Date: 2016-08-21 Products: Product Nord-Ost Maljeshering| (Quantty:6 Unit Price: 20.7, Toa 124.19999990900909 Product Raviol Angelo ‘Quantty:2 Unit Price: 15.6 Total 31.2 Total Price: ‘otal Price: 155-20090090900008"
order_10283.pdf,Order ID: 10283 ‘Shipping Details: ‘Ship Name: LILA-Supermercad ‘Ship Address: Carrera 2 con Ave. Bolivar 465-08 Liano Largo ‘Ship Gy: Barqusimeto ‘Ship Region: South America ‘Ship Postal Code: 3508 ‘Ship Country: Venezuela Customer Details: (CustomerID: LILAS (Customer Name: LILASupermercado Employee Details: Employee Name: Janet Levering ‘Shipper Details: ‘Shipper 1D: 3 ‘Shipper Name: Federal Shipping Order Details: Order Date: 2016-08-16 ‘Shipped Date: 2016-08-23 Products: Product Genen Shouyu ‘Quantity: 20 Unit Price: 12.4 Total 248.0 Product Teatine Chocolate Bleculs (Quantity: 18 Unit Price: 7:3 Tota 131.4 Product Camembert Pierrot (Quantity: 35 Unit Price: 27.2 Total 982.0 Product Mozzarella di Giovanni ‘Quantity: 3 Unit Price: 27.8 Total 83.4 Total Price: Total Price: 1414.8
